customer_id,age,gender,loyalty_member,location
C00947,66,M,False,Leeds
C00948,45,F,False,London
C00949,48,F,True,Nottingham
C00950,75,F,True,Leeds
C00951,26,M,False,Nottingham
C00952,71,F,False,Birmingham
C00953,68,F,True,Leeds
C00954,46,M,True,Birmingham
C00955,31,M,True,Leeds
C00956,57,F,True,London
C00957,58,F,True,Manchester
C00958,39,M,True,Manchester
C00959,28,M,True,Nottingham
C00960,40,F,True,Leeds
C00961,18,M,False,Birmingham
C00962,63,M,False,London
C00963,54,F,True,London
C00964,38,F,True,London
C00965,43,F,True,Manchester
C00966,63,M,True,Birmingham
C00967,53,F,False,London
C00968,71,M,True,London
C00969,40,M,False,Nottingham
C00970,74,F,True,Leeds
C00971,18,M,True,Leeds
C00972,71,M,True,Leeds
C00973,72,F,True,Nottingham
C00974,68,F,True,Manchester
C00975,57,F,False,Nottingham
C00976,32,M,False,London
C00977,38,Other,False,Birmingham
C00978,64,F,False,London
C00979,26,M,False,London
C00980,70,F,True,Birmingham
C00981,26,F,True,Leeds
C00982,27,F,False,Nottingham
C00983,69,F,True,Manchester
C00984,74,F,False,London
C00985,70,F,True,London
C00986,43,F,True,Manchester
C00987,58,M,False,Nottingham
C00988,52,F,True,London
C00989,69,F,True,Manchester
C00990,42,F,False,London
C00991,43,M,False,Leeds
C00992,28,F,True,Leeds
C00993,55,F,False,London
C00994,19,Other,False,London
C00995,24,F,False,Leeds
C00996,35,F,False,London
C00997,44,M,True,Nottingham
C00998,51,F,True,Nottingham
C00999,44,F,True,Birmingham
C01000,34,F,True,Nottingham
C01001,60,F,True,London
C01002,76,F,True,London
C01003,61,F,True,Manchester
C01004,76,F,True,Nottingham
C01005,68,F,True,Leeds
C01006,71,M,False,Leeds
C01007,41,F,True,Birmingham
C01008,42,F,True,Manchester
C01009,24,M,True,Leeds
C01010,69,M,True,Birmingham
C01011,23,F,False,Nottingham
C01012,70,M,True,Manchester
C01013,41,F,True,Manchester
C01014,50,F,True,London
C01015,66,M,True,Nottingham
C01016,46,F,True,Manchester
C01017,60,F,True,Birmingham
C01018,39,F,True,Leeds
C01019,43,F,False,Nottingham
C01020,45,F,False,Nottingham
C01021,67,M,True,Manchester
C01022,38,F,True,Manchester
C01023,66,M,True,Manchester
C01024,24,F,True,Birmingham
C01025,34,M,True,London
C01026,37,M,False,Manchester
C01027,58,M,True,London
C01028,66,F,False,London
C01029,37,F,True,Nottingham
C01030,71,F,False,Leeds
C01031,39,M,True,Leeds
C01032,45,M,False,Birmingham
C01033,78,F,True,Birmingham
C01034,57,F,False,Leeds
C01035,66,F,False,Leeds
C01036,24,M,False,Nottingham
C01037,18,F,True,Nottingham
C01038,49,M,False,Leeds
C01039,30,Other,True,Manchester
C01040,47,F,True,Manchester
C01041,40,F,False,Nottingham
C01042,68,F,True,London
C01043,76,F,True,Leeds
C01044,73,F,True,Birmingham
C01045,36,F,False,Manchester
C01046,79,M,True,London
C01047,49,F,True,Manchester
C01048,47,F,True,London
C01049,46,M,False,Leeds
C01050,66,M,True,Leeds
C01051,62,F,False,Leeds
C01052,46,F,True,Nottingham
C01053,47,F,False,London
C01054,33,M,False,Birmingham
C01055,57,M,True,Birmingham
C01056,36,M,True,Leeds
C01057,35,F,False,Birmingham
C01058,18,M,True,Manchester
C01059,31,F,True,London
C01060,68,F,False,London
C01061,64,F,False,London
C01062,67,F,True,Manchester
C01063,19,F,True,Nottingham
C01064,71,M,True,Manchester
C01065,45,M,True,London
C01066,66,F,False,London
C01067,67,F,False,London
C01068,47,F,False,Birmingham
C01069,55,F,True,Nottingham
C01070,68,F,True,Manchester
C01071,21,M,True,London
C01072,18,F,True,Leeds
C01073,25,F,False,Nottingham
C01074,46,F,True,Leeds
C01075,72,M,True,Nottingham
C01076,56,M,False,London
C01077,20,M,False,Nottingham
C01078,49,M,False,Nottingham
C01079,27,F,False,London
C01080,27,F,True,Leeds
C01081,36,M,True,Leeds
C01082,63,F,True,Birmingham
C01083,51,F,True,Leeds
C01084,77,F,False,Leeds
C01085,50,F,True,Nottingham
C01086,40,F,True,Birmingham
C01087,72,F,True,London
C01088,45,M,True,London
C01089,49,F,False,Manchester
C01090,67,F,True,Birmingham
C01091,24,F,False,Nottingham
C01092,46,F,True,Manchester
C01093,25,F,True,Manchester
C01094,18,F,False,London
C01095,74,F,False,Leeds
C01096,72,F,True,Nottingham
C01097,20,F,True,Birmingham
C01098,41,F,True,Manchester
C01099,40,F,False,Nottingham
C01100,76,F,False,London
C01101,78,F,False,Manchester
C01102,25,M,True,Manchester
C01103,71,F,True,London
C01104,74,F,True,London
C01105,64,F,False,London
C01106,54,M,True,Nottingham
C01107,20,M,True,Nottingham
C01108,68,M,True,Nottingham
C01109,50,M,False,Leeds
C01110,45,F,False,Manchester
C01111,64,M,True,Nottingham
C01112,25,F,True,Leeds
C01113,51,F,True,Manchester
C01114,52,F,True,Nottingham
C01115,49,F,True,London
C01116,41,M,False,Birmingham
C01117,31,F,False,Nottingham
C01118,49,M,True,Birmingham
C01119,73,F,True,Nottingham
C01120,63,F,True,London
C01121,60,F,True,Birmingham
C01122,33,F,True,Leeds
C01123,21,M,False,London
C01124,69,F,False,Birmingham
C01125,54,F,True,Birmingham
C01126,71,M,False,London
C01127,38,F,False,London
C01128,31,Other,True,London
C01129,48,F,False,Manchester
C01130,72,F,True,Leeds
C01131,65,F,True,Nottingham
C01132,35,F,True,Birmingham
C01133,24,F,False,Nottingham
C01134,27,M,False,London
C01135,24,M,True,Leeds
C01136,50,M,True,Leeds
C01137,40,F,True,Manchester
C01138,38,F,False,London
C01139,36,F,True,Birmingham
C01140,65,F,False,Manchester
C01141,78,M,True,London
C01142,36,F,True,Manchester
C01143,53,F,True,Nottingham
C01144,46,F,True,London
C01145,77,Other,True,Birmingham
C01146,35,F,True,Birmingham
C01147,19,F,True,London
C01148,18,F,True,Manchester
C01149,64,F,True,Leeds
C01150,22,F,True,London
C01151,37,F,False,Birmingham
C01152,28,M,True,Nottingham
C01153,59,F,False,Birmingham
C01154,19,M,True,Leeds
C01155,20,Other,True,Birmingham
C01156,40,M,True,Leeds
C01157,72,F,True,London
C01158,29,F,False,Birmingham
C01159,37,M,True,Manchester
C01160,22,M,True,Manchester
C01161,54,F,True,Birmingham
C01162,55,M,False,Birmingham
C01163,47,F,False,Nottingham
C01164,26,F,True,Birmingham
C01165,51,F,True,Nottingham
C01166,70,F,False,Nottingham
C01167,61,F,False,Nottingham
C01168,52,M,True,Nottingham
C01169,69,F,True,London
C01170,75,F,False,Manchester
C01171,39,F,False,Nottingham
C01172,61,F,True,Manchester
C01173,41,F,True,Nottingham
C01174,34,M,False,Manchester
C01175,27,M,False,Birmingham
C01176,47,M,False,Birmingham
C01177,73,M,False,Manchester
C01178,76,F,True,Nottingham
C01179,63,F,False,London
C01180,40,F,True,Manchester
C01181,49,F,False,Leeds
C01182,34,Other,True,London
C01183,67,F,False,Leeds
C01184,68,F,True,Manchester
C01185,34,M,True,Nottingham
C01186,31,M,True,Leeds
C01187,26,M,False,Manchester
C01188,57,F,False,London
C01189,19,F,False,Nottingham
C01190,62,F,True,Leeds
C01191,42,F,True,Manchester
C01192,56,F,False,Nottingham
C01193,26,F,False,Nottingham
C01194,71,M,False,Birmingham
C01195,39,F,False,Nottingham
C01196,60,M,False,Manchester
C01197,63,M,True,London
C01198,21,F,False,Birmingham
C01199,43,M,True,Manchester
C01200,75,F,False,Manchester
C01201,46,F,False,Manchester
C01202,62,M,True,Leeds
C01203,51,F,True,Leeds
C01204,40,Other,True,London
C01205,54,F,True,Manchester
C01206,28,F,True,Leeds
C01207,23,F,False,Leeds
C01208,35,F,True,Leeds
C01209,38,F,True,London
C01210,59,M,False,London
C01211,53,M,False,Manchester
C01212,58,M,True,Birmingham
C01213,55,F,False,Manchester
C01214,51,M,True,Leeds
C01215,34,M,True,Leeds
C01216,54,M,True,Nottingham
C01217,42,F,True,Manchester
C01218,55,M,True,Leeds
C01219,75,M,False,Leeds
C01220,29,F,False,Birmingham
C01221,40,M,True,Nottingham
C01222,70,F,True,Manchester
C01223,59,F,True,London
C01224,39,F,False,Manchester
C01225,38,F,False,Manchester
C01226,44,F,True,Birmingham
C01227,74,M,True,Manchester
C01228,48,F,True,Birmingham
C01229,23,M,True,Birmingham
C01230,44,M,True,Leeds
C01231,57,F,True,London
C01232,51,M,True,Birmingham
C01233,29,Other,True,Nottingham
C01234,62,M,True,Nottingham
C01235,74,M,True,London
C01236,70,Other,False,Birmingham
C01237,24,M,False,London
C01238,27,F,False,Leeds
C01239,62,M,False,Nottingham
C01240,34,M,True,Manchester
C01241,43,F,False,Nottingham
C01242,38,F,False,Birmingham
C01243,45,M,True,London
C01244,79,F,True,Nottingham
C01245,75,M,False,Manchester
C01246,63,F,False,Manchester
C01247,19,F,True,London
C01248,77,F,True,London
C01249,71,F,False,Nottingham
C01250,60,M,True,Birmingham
C01251,18,M,False,Leeds
C01252,68,M,True,Manchester
C01253,70,F,False,London
C01254,53,F,True,Leeds
C01255,68,M,True,Leeds
C01256,43,M,True,Leeds
C01257,46,F,True,Birmingham
C01258,38,F,True,London
C01259,28,F,True,Manchester
C01260,57,M,True,London
C01261,28,M,True,Nottingham
C01262,53,F,False,Manchester
C01263,66,F,False,London
C01264,76,M,True,Manchester
C01265,56,F,True,Nottingham
C01266,57,F,False,Manchester
C01267,52,F,True,Leeds
C01268,71,F,True,Birmingham
C01269,51,F,False,Nottingham
C01270,72,M,True,Manchester
C01271,64,M,True,Nottingham
C01272,41,M,True,Leeds
C01273,71,M,True,Birmingham
C01274,39,F,True,Nottingham
C01275,22,M,False,Leeds
C01276,73,F,True,Leeds
C01277,50,M,True,Leeds
C01278,75,Other,True,Manchester
C01279,53,F,True,London
C01280,64,F,True,Nottingham
C01281,37,F,True,London
C01282,36,F,True,Leeds
C01283,52,F,True,London
C01284,69,M,True,Leeds
C01285,60,Other,True,Leeds
C01286,34,F,False,Birmingham
C01287,79,F,True,Birmingham
C01288,76,F,True,London
C01289,62,M,True,Nottingham
C01290,60,F,True,London
C01291,51,F,False,Nottingham
C01292,26,F,True,London
C01293,43,F,True,Manchester
C01294,19,F,True,Manchester
C01295,70,M,True,Nottingham
C01296,26,F,True,Birmingham
C01297,26,M,False,Nottingham
C01298,57,F,True,London
C01299,34,M,False,Leeds
C01300,18,M,True,Manchester
C01301,42,F,True,Leeds
C01302,78,F,False,Manchester
C01303,60,F,False,London
C01304,57,M,True,Manchester
C01305,59,F,True,Nottingham
C01306,42,Other,False,Leeds
C01307,56,F,True,Leeds
C01308,52,M,True,London
C01309,20,M,False,Leeds
C01310,67,M,True,London
C01311,54,F,True,Birmingham
C01312,61,F,True,Nottingham
C01313,61,M,True,Manchester
C01314,68,F,False,Manchester
C01315,47,F,True,Manchester
C01316,55,F,False,Birmingham
C01317,51,F,True,Nottingham
C01318,29,F,True,Leeds
C01319,36,F,True,Leeds
C01320,54,F,False,Nottingham
C01321,61,M,False,Nottingham
C01322,76,M,True,Manchester
C01323,76,M,True,Leeds
C01324,66,Other,True,Nottingham
C01325,78,F,False,Leeds
C01326,34,F,True,Nottingham
C01327,27,F,True,London
C01328,74,F,True,Manchester
C01329,72,M,True,Nottingham
C01330,66,F,True,Birmingham
C01331,64,F,True,Nottingham
C01332,29,F,False,London
C01333,79,F,True,Birmingham
C01334,33,M,True,Birmingham
C01335,41,F,True,Nottingham
C01336,36,Other,True,London
C01337,25,F,False,Birmingham
C01338,48,F,True,Manchester
C01339,38,M,True,Manchester
C01340,34,F,True,Leeds
C01341,40,M,True,Leeds
C01342,54,Other,True,London
C01343,71,M,True,Birmingham
C01344,33,M,True,Manchester
C01345,23,F,False,Manchester
C01346,25,M,True,London
C01347,42,F,True,Birmingham
C01348,35,M,False,London
C01349,42,M,True,Nottingham
C01350,29,Other,True,Manchester
C01351,32,M,True,London
C01352,76,F,True,London
C01353,43,Other,True,Nottingham
C01354,58,M,True,Leeds
C01355,62,M,False,Manchester
C01356,43,M,True,London
C01357,64,F,True,Manchester
C01358,49,F,True,Leeds
C01359,27,F,True,London
C01360,33,M,True,Nottingham
C01361,24,F,True,Manchester
C01362,34,F,True,Nottingham
C01363,40,F,False,Leeds
C01364,43,M,True,Leeds
C01365,38,F,False,Manchester
C01366,39,F,False,Leeds
C01367,75,F,True,Birmingham
C01368,24,F,False,Manchester
C01369,31,F,False,Birmingham
C01370,32,F,True,Leeds
C01371,70,F,False,Manchester
C01372,24,M,True,Birmingham
C01373,26,M,True,Leeds
C01374,68,F,False,London
C01375,65,Other,True,London
C01376,25,F,True,Nottingham
C01377,67,M,True,London
C01378,76,M,False,Birmingham
C01379,40,F,False,London
C01380,46,F,True,Manchester
C01381,35,F,False,Manchester
C01382,48,F,True,Manchester
C01383,47,M,True,London
C01384,69,F,False,London
C01385,56,F,False,Nottingham
C01386,52,F,True,Leeds
C01387,35,F,True,Nottingham
C01388,76,F,False,Birmingham
C01389,59,F,False,Manchester
C01390,56,M,True,London
C01391,34,F,True,Leeds
C01392,31,F,False,Leeds
C01393,48,M,False,London
C01394,41,F,True,Nottingham
C01395,52,M,False,Leeds
C01396,61,M,False,Nottingham
C01397,77,F,False,London
C01398,62,F,False,Nottingham
C01399,51,F,True,Manchester
C01400,20,F,True,London
C01401,54,F,True,London
C01402,60,F,True,Leeds
C01403,57,F,False,Leeds
C01404,43,F,False,Leeds
C01405,72,M,True,Manchester
C01406,40,F,True,Manchester
C01407,61,F,True,Birmingham
C01408,56,F,False,London
C01409,32,M,True,Leeds
C01410,73,F,True,London
C01411,66,M,True,Nottingham
C01412,21,F,True,Manchester
C01413,46,M,True,Birmingham
C01414,39,F,False,Nottingham
C01415,42,F,True,London
C01416,30,F,True,Manchester
C01417,35,F,True,Leeds
C01418,50,F,True,Nottingham
C01419,33,F,False,Manchester
C01420,62,M,True,London
C01421,59,M,False,London
C01422,61,F,True,Nottingham
C01423,79,F,True,Nottingham
C01424,19,F,True,Nottingham
C01425,72,M,False,Birmingham
C01426,52,F,True,Leeds
C01427,59,Other,False,Manchester
C01428,51,F,True,London
C01429,47,F,True,London
C01430,76,M,False,Leeds
C01431,72,M,False,Nottingham
C01432,30,F,True,Nottingham
C01433,30,F,True,London
C01434,35,Other,True,Leeds
C01435,49,F,True,London
C01436,49,M,False,Nottingham
C01437,52,F,True,Manchester
C01438,76,M,True,Nottingham
C01439,56,M,False,Manchester
C01440,63,F,False,Birmingham
C01441,69,M,True,Leeds
C01442,46,F,False,Birmingham
C01443,79,F,True,Nottingham
C01444,66,F,True,Leeds
C01445,46,F,False,Nottingham
C01446,79,M,True,Leeds
C01447,70,F,True,Leeds
C01448,61,F,True,Nottingham
C01449,74,F,False,Nottingham
C01450,33,F,True,Leeds
C01451,73,F,True,Leeds
C01452,61,M,False,Nottingham
C01453,64,M,True,Nottingham
C01454,74,M,False,London
C01455,27,F,False,London
C01456,47,F,True,London
C01457,42,F,True,Birmingham
C01458,56,F,True,Leeds
C01459,37,F,True,Manchester
C01460,22,F,False,Birmingham
C01461,18,F,True,Leeds
C01462,47,M,True,Manchester
C01463,66,F,True,London
C01464,20,F,True,Manchester
C01465,62,F,True,Nottingham
C01466,31,F,False,Nottingham
C01467,73,M,True,Leeds
C01468,47,F,False,Birmingham
C01469,67,F,True,London
C01470,21,F,True,Leeds
C01471,35,F,True,London
C01472,79,F,False,Nottingham
C01473,54,M,True,Birmingham
C01474,42,M,True,Birmingham
C01475,65,M,True,Nottingham
C01476,18,F,False,Manchester
C01477,70,M,True,Birmingham
C01478,63,F,True,Manchester
C01479,32,F,False,London
C01480,26,M,False,Birmingham
C01481,32,F,True,Nottingham
C01482,66,F,True,Manchester
C01483,74,M,True,London
C01484,41,F,True,London
C01485,21,F,False,Birmingham
C01486,29,F,True,Birmingham
C01487,76,M,False,Leeds
C01488,75,Other,True,Leeds
C01489,54,M,True,Birmingham
C01490,78,F,False,Leeds
C01491,54,F,False,Nottingham
C01492,60,F,True,Nottingham
C01493,77,F,True,Leeds
C01494,23,F,True,Birmingham
C01495,56,F,False,Nottingham
C01496,73,F,False,London
C01497,63,Other,True,Birmingham
C01498,41,F,True,Manchester
C01499,28,F,False,Manchester
C01500,79,F,False,Birmingham
C01501,30,M,False,Leeds
C01502,51,M,True,Nottingham
C01503,42,M,True,Nottingham
C01504,24,M,True,Birmingham
C01505,69,F,False,London
C01506,21,F,True,Leeds
C01507,76,F,True,London
C01508,25,F,True,Birmingham
C01509,37,F,False,Birmingham
C01510,46,F,True,London
C01511,71,M,True,Manchester
C01512,70,Other,True,Birmingham
C01513,68,M,True,Leeds
C01514,62,M,True,London
C01515,63,M,False,Manchester
C01516,27,F,True,London
C01517,60,F,True,Manchester
C01518,51,M,True,Manchester
C01519,74,M,True,Leeds
C01520,43,F,True,Birmingham
C01521,58,M,True,Manchester
C01522,66,F,True,Birmingham
C01523,75,F,True,Leeds
C01524,20,M,False,Birmingham
C01525,73,F,True,Nottingham
C01526,23,F,True,Manchester
C01527,22,F,True,Leeds
C01528,22,M,False,London
C01529,71,F,True,Leeds
C01530,64,M,False,Manchester
C01531,40,F,True,Leeds
C01532,66,F,False,London
C01533,26,Other,True,Nottingham
C01534,52,F,True,Manchester
C01535,37,Other,True,Manchester
C01536,75,F,True,Leeds
C01537,66,Other,False,Birmingham
C01538,78,F,True,Birmingham
C01539,76,F,False,London
C01540,59,F,True,Nottingham
C01541,52,F,True,Nottingham
C01542,67,M,True,Leeds
C01543,35,F,True,Leeds
C01544,79,F,False,Birmingham
C01545,34,F,True,Nottingham
C01546,41,F,False,Nottingham
C01547,20,M,False,Nottingham
C01548,49,F,True,London
C01549,52,M,True,London
C01550,55,M,False,Leeds
C01551,30,M,True,Birmingham
C01552,73,F,True,Manchester
C01553,78,M,True,Birmingham
C01554,64,Other,True,London
C01555,42,M,False,London
C01556,26,F,True,Leeds
C01557,21,M,False,Manchester
C01558,31,M,True,Nottingham
C01559,54,M,True,Manchester
C01560,51,F,True,Manchester
C01561,28,F,True,Manchester
C01562,58,M,True,Leeds
C01563,73,F,False,London
C01564,20,M,False,Nottingham
C01565,76,F,True,Manchester
C01566,45,F,True,Nottingham
C01567,46,F,True,Manchester
C01568,26,F,True,London
C01569,20,Other,False,Nottingham
C01570,42,M,False,Birmingham
C01571,51,M,True,London
C01572,29,F,False,Nottingham
C01573,59,M,True,Manchester
C01574,26,M,False,Manchester
C01575,32,F,True,London
C01576,57,F,True,London
C01577,42,M,True,Manchester
C01578,22,M,True,Nottingham
C01579,28,Other,False,Birmingham
C01580,76,F,False,Leeds
C01581,51,M,True,London
C01582,41,F,False,Manchester
C01583,77,F,True,Nottingham
C01584,32,F,False,London
C01585,55,F,True,Nottingham
C01586,25,F,True,London
C01587,76,F,True,Manchester
C01588,22,M,True,Nottingham
C01589,65,M,True,Manchester
C01590,43,F,True,Nottingham
C01591,35,M,True,London
C01592,23,F,True,Leeds
C01593,54,F,False,Leeds
C01594,77,M,False,Birmingham
C01595,65,F,True,Birmingham
C01596,30,F,True,Manchester
C01597,45,F,False,Nottingham
C01598,22,F,True,Birmingham
C01599,30,M,True,London
C01600,34,F,True,Leeds
C01601,67,F,True,Nottingham
C01602,57,F,True,Leeds
C01603,62,M,True,Nottingham
C01604,49,F,True,Birmingham
C01605,79,M,False,Birmingham
C01606,46,F,True,Manchester
C01607,68,F,False,Nottingham
C01608,75,F,True,London
C01609,20,F,True,Birmingham
C01610,73,F,True,Manchester
C01611,57,F,True,Birmingham
C01612,51,M,True,Leeds
C01613,57,F,True,Birmingham
C01614,44,M,True,Nottingham
C01615,30,F,False,Manchester
C01616,62,F,False,Nottingham
C01617,50,F,True,London
C01618,23,M,False,London
C01619,41,F,True,Birmingham
C01620,36,F,True,Manchester
C01621,33,F,True,Manchester
C01622,57,F,True,Manchester
C01623,45,F,True,Manchester
C01624,50,F,False,Birmingham
C01625,76,F,True,Nottingham
C01626,76,F,True,Birmingham
C01627,65,M,False,Nottingham
C01628,58,F,True,Leeds
C01629,30,F,True,Leeds
C01630,60,F,True,Nottingham
C01631,62,M,True,Birmingham
C01632,42,F,True,London
C01633,70,F,True,Birmingham
C01634,59,F,True,London
C01635,53,F,False,Birmingham
C01636,44,F,False,Manchester
C01637,55,M,True,Manchester
C01638,77,M,True,Leeds
C01639,24,M,True,Leeds
C01640,22,F,False,Nottingham
C01641,60,F,True,London
C01642,62,F,True,Manchester
C01643,75,F,False,Birmingham
C01644,74,F,False,Nottingham
C01645,68,M,True,Birmingham
C01646,48,F,True,Manchester
C01647,40,F,True,Manchester
C01648,59,F,True,Manchester
C01649,27,F,True,Manchester
C01650,49,F,False,Birmingham
C01651,60,M,True,Nottingham
C01652,70,F,True,Manchester
C01653,47,M,True,Leeds
C01654,56,M,True,Nottingham
C01655,48,M,True,Leeds
C01656,35,F,False,Birmingham
C01657,53,F,True,Manchester
C01658,19,F,True,Nottingham
C01659,31,M,True,Manchester
C01660,30,F,True,Manchester
C01661,46,M,True,Nottingham
C01662,29,F,False,Manchester
C01663,56,F,True,Manchester
C01664,19,F,False,London
C01665,49,F,True,London
C01666,30,F,True,Nottingham
C01667,63,M,False,Nottingham
C01668,44,M,True,Manchester
C01669,66,M,True,Leeds
C01670,58,M,True,Nottingham
C01671,34,M,True,Manchester
C01672,57,F,False,Leeds
C01673,48,M,False,London
C01674,51,F,False,Nottingham
C01675,77,F,True,Manchester
C01676,41,M,True,London
C01677,62,F,False,Birmingham
C01678,52,F,False,London
C01679,65,F,True,Manchester
C01680,23,F,True,Leeds
C01681,36,M,False,Birmingham
C01682,47,F,True,Birmingham
C01683,24,F,True,Birmingham
C01684,27,F,False,Nottingham
C01685,58,F,True,Manchester
C01686,49,M,True,Birmingham
C01687,51,F,False,London
C01688,45,F,True,Leeds
C01689,77,M,False,Manchester
C01690,32,M,True,London
C01691,47,M,True,Nottingham
C01692,54,M,True,Birmingham
C01693,46,F,False,London
C01694,39,F,True,Manchester
C01695,21,F,True,London
C01696,37,M,True,Nottingham
C01697,49,F,True,Leeds
C01698,53,F,True,Birmingham
C01699,67,F,True,Manchester
C01700,21,F,True,Birmingham
C01701,44,F,True,Birmingham
C01702,34,Other,False,Birmingham
C01703,29,F,False,London
C01704,39,M,True,London
C01705,34,M,True,Leeds
C01706,27,F,False,Nottingham
C01707,71,F,False,Manchester
C01708,18,F,True,London
C01709,39,F,False,Birmingham
C01710,43,M,True,Nottingham
C01711,73,F,True,Manchester
C01712,76,F,True,Manchester
C01713,35,F,False,Manchester
C01714,67,M,True,Manchester
C01715,31,M,False,Leeds
C01716,64,M,True,Manchester
C01717,46,M,True,Nottingham
C01718,29,F,True,London
C01719,53,M,False,Nottingham
C01720,76,F,True,Birmingham
C01721,52,M,True,Leeds
C01722,69,M,True,Leeds
C01723,78,F,False,Birmingham
C01724,29,M,True,Nottingham
C01725,24,M,True,Nottingham
C01726,46,F,True,Birmingham
C01727,28,M,False,Manchester
C01728,50,F,False,Manchester
C01729,23,F,False,London
C01730,64,F,True,Nottingham
C01731,32,F,True,Nottingham
C01732,49,M,False,Birmingham
C01733,68,M,True,Birmingham
C01734,28,M,True,Manchester
C01735,75,F,True,Nottingham
C01736,40,M,False,Nottingham
C01737,43,F,True,Leeds
C01738,51,M,True,London
C01739,63,F,False,London
C01740,51,F,True,Manchester
C01741,46,M,True,Nottingham
C01742,21,F,False,Leeds
C01743,34,F,False,Nottingham
C01744,52,F,False,Birmingham
C01745,30,F,False,Manchester
C01746,58,F,True,London
C01747,56,F,False,Nottingham
C01748,32,F,True,Manchester
C01749,72,F,False,London
C01750,46,M,False,Nottingham
C01751,46,F,True,Leeds
C01752,28,M,False,Manchester
C01753,69,M,False,Nottingham
C01754,49,F,True,London
C01755,19,M,False,London
C01756,64,M,True,Leeds
C01757,31,Other,True,Manchester
C01758,37,F,True,Manchester
C01759,39,F,True,Nottingham
C01760,28,M,False,London
C01761,44,M,False,London
C01762,20,M,True,Leeds
C01763,34,F,True,Leeds
C01764,79,M,True,Manchester
C01765,61,Other,False,London
C01766,73,F,True,Nottingham
C01767,45,F,False,Birmingham
C01768,46,F,False,Nottingham
C01769,38,M,True,Leeds
C01770,64,M,False,Nottingham
C01771,33,M,False,London
C01772,54,F,False,Manchester
C01773,76,F,True,Birmingham
C01774,37,F,True,Manchester
C01775,23,F,False,Birmingham
C01776,36,M,True,Birmingham
C01777,74,Other,True,London
C01778,22,M,True,London
C01779,20,M,True,Leeds
C01780,76,F,True,Leeds
C01781,18,F,True,Birmingham
C01782,75,M,True,Leeds
C01783,77,M,True,London
C01784,55,F,True,Leeds
C01785,32,F,False,Birmingham
C01786,51,F,True,Manchester
C01787,78,M,True,Nottingham
C01788,52,F,True,Leeds
C01789,66,F,True,London
C01790,42,F,True,Manchester
C01791,41,F,True,London
C01792,29,M,True,Leeds
C01793,35,F,True,Birmingham
C01794,32,M,False,Nottingham
C01795,61,M,True,Nottingham
C01796,33,M,False,Manchester
C01797,44,F,True,Nottingham
C01798,25,Other,False,Birmingham
C01799,77,F,True,London
C01800,63,Other,True,Birmingham
C01801,42,M,True,Manchester
C01802,34,F,True,Manchester
C01803,46,F,True,Nottingham
C01804,70,F,True,Birmingham
C01805,25,F,False,London
C01806,32,F,True,Birmingham
C01807,44,F,False,London
C01808,63,F,True,London
C01809,67,F,False,Birmingham
C01810,69,F,True,Leeds
C01811,24,F,True,Birmingham
C01812,20,F,True,London
C01813,46,F,True,Manchester
C01814,61,F,True,Manchester
C01815,70,F,True,Nottingham
C01816,41,M,False,Manchester
C01817,77,F,False,Leeds
C01818,75,F,True,London
C01819,20,F,False,Birmingham
C01820,37,M,False,Birmingham
C01821,63,M,False,Leeds
C01822,32,M,True,Manchester
C01823,42,M,True,London
C01824,47,F,True,Manchester
C01825,31,F,True,Nottingham
C01826,24,F,True,Manchester
C01827,34,M,True,Nottingham
C01828,79,M,True,Birmingham
C01829,61,M,True,London
C01830,37,F,False,Nottingham
C01831,53,M,True,Manchester
C01832,26,F,True,Manchester
C01833,55,F,False,Birmingham
C01834,65,F,True,Leeds
C01835,74,F,True,Leeds
C01836,77,F,False,Manchester
C01837,39,M,True,Leeds
C01838,71,F,True,London
C01839,70,F,True,Leeds
C01840,70,F,True,London
C01841,19,F,True,Manchester
C01842,41,M,True,Manchester
C01843,25,M,True,Manchester
C01844,28,M,True,Birmingham
C01845,30,M,False,Leeds
C01846,34,M,True,Nottingham
C01847,25,F,False,Nottingham
C01848,38,M,True,Manchester
C01849,35,F,False,Leeds
C01850,47,F,True,London
C01851,35,F,True,Nottingham
C01852,63,M,True,Manchester
C01853,64,M,False,Nottingham
C01854,48,F,True,Nottingham
C01855,55,M,True,Nottingham
C01856,49,M,True,Manchester
C01857,28,F,False,Manchester
C01858,62,F,False,Birmingham
C01859,42,M,True,Birmingham
C01860,50,F,False,Birmingham
C01861,77,M,True,Nottingham
C01862,55,F,False,Leeds
C01863,58,F,False,Manchester
C01864,25,M,True,Birmingham
C01865,28,M,True,Leeds
C01866,39,M,False,Birmingham
C01867,68,M,True,Birmingham
C01868,41,M,False,Leeds
C01869,58,M,True,Birmingham
C01870,34,F,True,Nottingham
C01871,29,F,True,Nottingham
C01872,74,F,True,Nottingham
C01873,63,M,False,London
C01874,49,F,True,Birmingham
C01875,32,F,False,London
C01876,33,F,False,Manchester
C01877,71,M,False,Leeds
C01878,39,M,True,Manchester
C01879,45,F,False,London
C01880,37,M,True,Nottingham
C01881,50,F,False,Birmingham
C01882,27,F,True,Birmingham
C01883,57,M,True,Nottingham
C01884,49,F,False,Birmingham
C01885,67,Other,True,Leeds
C01886,77,F,True,Leeds
C01887,50,F,False,Leeds
C01888,19,M,True,Manchester
C01889,50,F,True,Nottingham
C01890,50,Other,True,Leeds
