customer_id,recency,frequency,monetary,monetary_log,R_score,F_score,M_score,RFM_score,RFM_total,avg_basket_size,unique_products,unique_categories,weekend_ratio,segment,segment_label
C00763,201,1,46.14,3.853121897507985,1,1,1,111,3,46.14,1,1,1.0,1,Lost / Hibernating
C00764,1,41,1445.9,7.277178615743036,5,5,5,555,15,35.265853658536585,30,30,0.21951219512195122,0,Champions
C00765,1,3,53.27,3.9939715880753135,5,2,1,521,8,17.756666666666668,3,3,0.0,2,Lost / Hibernating
C00766,231,1,50.1,3.933784497209659,1,1,1,111,3,50.1,1,1,0.0,2,Lost / Hibernating
C00767,22,16,390.72,5.970547298852594,3,3,3,333,9,24.42,16,16,0.1875,0,Champions
C00768,127,12,257.3,5.554121700101795,1,3,3,133,7,21.441666666666666,12,12,0.16666666666666666,2,Lost / Hibernating
C00770,250,1,24.76,3.248822901236153,1,1,1,111,3,24.76,1,1,1.0,1,Lost / Hibernating
C00771,3,66,2110.43,7.655120722036637,5,5,5,555,15,31.976212121212118,52,52,0.3484848484848485,4,Champions
C00772,62,5,166.49,5.120923647990379,2,2,2,222,6,33.298,5,5,0.8,1,Lost / Hibernating
C00773,17,32,1176.77,7.071378098968549,3,4,5,345,12,36.7740625,26,26,0.34375,0,Champions
C00775,142,2,84.84,4.452485098322443,1,1,2,112,4,42.42,2,2,0.0,2,Lost / Hibernating
C00778,8,31,1103.0900000000001,7.006776745253455,4,4,4,444,12,35.583548387096776,27,27,0.2903225806451613,0,Champions
C00780,85,9,253.79,5.540439676460028,2,3,3,233,8,28.198888888888888,8,8,0.2222222222222222,0,Champions
C00781,138,7,143.65,4.974317031422144,1,2,2,122,5,20.521428571428572,7,7,0.5714285714285714,1,Lost / Hibernating
C00782,21,17,380.73,5.944713552418529,3,4,3,343,10,22.39588235294118,17,17,0.29411764705882354,0,Champions
C00783,11,68,1554.99,7.349867277982467,4,5,5,455,14,22.8675,48,48,0.20588235294117646,4,Champions
C00784,11,15,529.28,6.2734051689306485,4,3,4,434,11,35.285333333333334,13,13,0.4,0,Champions
C00785,8,28,716.59,6.5758983753074665,4,4,4,444,12,25.5925,21,21,0.25,0,Champions
C00786,12,35,954.32,6.862046362888488,4,4,4,444,12,27.266285714285715,27,27,0.17142857142857143,0,Champions
C00787,9,5,87.06,4.478018400327608,4,2,2,422,8,17.412,5,5,0.0,2,Lost / Hibernating
C00789,48,17,341.87,5.837351366577616,2,4,3,243,9,20.11,15,15,0.29411764705882354,0,Champions
C00791,15,18,695.97,6.546742368227321,3,4,4,344,11,38.665,16,16,0.1111111111111111,0,Champions
C00793,229,1,30.4,3.4468078929142076,1,1,1,111,3,30.4,1,1,1.0,1,Lost / Hibernating
C00794,10,22,547.24,6.306713147277568,4,4,4,444,12,24.874545454545455,18,18,0.13636363636363635,0,Champions
C00796,85,1,12.48,2.601207105484161,2,1,1,211,4,12.48,1,1,0.0,2,Lost / Hibernating
C00797,45,7,132.45000000000002,4.8937268758505335,2,2,2,222,6,18.921428571428574,7,7,0.7142857142857143,1,Lost / Hibernating
C00798,13,35,704.14,6.5583963646578445,4,4,4,444,12,20.118285714285715,29,29,0.34285714285714286,0,Champions
C00803,73,5,113.36,4.739351367454111,2,2,2,222,6,22.672,5,5,0.0,2,Lost / Hibernating
C00805,227,1,42.21,3.766071949943842,1,1,1,111,3,42.21,1,1,0.0,2,Lost / Hibernating
C00806,9,5,63.04,4.1595078881285135,4,2,1,421,7,12.608,5,5,0.4,0,Champions
C00807,7,13,514.78,6.2456803179766025,4,3,4,434,11,39.598461538461535,13,13,0.15384615384615385,0,Champions
C00808,3,33,972.21,6.880599886236765,5,4,4,544,13,29.46090909090909,29,29,0.2727272727272727,0,Champions
C00810,5,62,1778.65,7.484171994738589,5,5,5,555,15,28.687903225806455,48,48,0.2903225806451613,4,Champions
C00811,15,2,122.55000000000001,4.81664593243462,3,1,2,312,6,61.275000000000006,2,2,0.0,0,Champions
C00814,26,19,571.73,6.350414401474677,3,4,4,344,11,30.091052631578947,17,17,0.3157894736842105,0,Champions
C00815,1,22,605.14,6.407110982489897,5,4,4,544,13,27.506363636363634,21,21,0.18181818181818182,0,Champions
C00816,23,16,404.57,6.005293485044423,3,3,3,333,9,25.285625,16,16,0.3125,0,Champions
C00817,84,6,129.43,4.8708366843821915,2,2,2,222,6,21.57166666666667,5,5,0.16666666666666666,2,Lost / Hibernating
C00818,85,2,16.82,2.8803214220426634,2,1,1,211,4,8.41,2,2,0.0,2,Lost / Hibernating
C00819,32,5,109.96000000000001,4.7091697760065765,3,2,2,322,7,21.992,5,5,0.4,0,Champions
C00821,22,32,1232.24,7.117400131424982,3,4,5,345,12,38.5075,27,27,0.28125,0,Champions
C00822,11,63,1790.29,7.490691309667652,4,5,5,455,14,28.417301587301587,39,39,0.2222222222222222,4,Champions
C00823,142,1,5.06,1.801709800081223,1,1,1,111,3,5.06,1,1,0.0,2,Lost / Hibernating
C00825,13,24,660.46,6.494449513094811,4,4,4,444,12,27.519166666666667,22,22,0.2916666666666667,0,Champions
C00826,7,109,2726.34,7.9110820542083715,4,5,5,455,14,25.01229357798165,67,67,0.22935779816513763,4,Champions
C00828,95,1,15.99,2.8326249356838407,1,1,1,111,3,15.99,1,1,0.0,2,Lost / Hibernating
C00832,162,3,68.31,4.238589195929893,1,2,2,122,5,22.77,3,3,0.3333333333333333,2,Lost / Hibernating
C00833,5,21,695.94,6.546699323841378,5,4,4,544,13,33.14,17,17,0.3333333333333333,0,Champions
C00835,7,59,1550.8,7.347170826459849,4,5,5,455,14,26.284745762711864,35,35,0.2542372881355932,4,Champions
C00836,6,6,152.11,5.031156617317004,4,2,2,422,8,25.35166666666667,6,6,0.5,0,Champions
C00838,322,1,17.68,2.9274534328006965,1,1,1,111,3,17.68,1,1,0.0,2,Lost / Hibernating
C00840,9,40,1641.3400000000001,7.403877333132888,4,5,5,455,14,41.033500000000004,32,32,0.275,0,Champions
C00841,11,11,516.84,6.249666314237254,4,3,4,434,11,46.98545454545455,10,10,0.36363636363636365,0,Champions
C00842,54,1,18.66,2.9785861147190205,2,1,1,211,4,18.66,1,1,1.0,1,Lost / Hibernating
C00843,44,5,99.32,4.608365076884611,2,2,2,222,6,19.863999999999997,5,5,0.0,2,Lost / Hibernating
C00844,8,56,1732.26,7.457759307314106,4,5,5,455,14,30.933214285714286,33,33,0.32142857142857145,4,Champions
C00845,26,6,406.29,6.009525462425637,3,2,3,323,8,67.715,6,6,0.3333333333333333,0,Champions
C00847,6,84,2724.36,7.910355808463318,4,5,5,455,14,32.432857142857145,57,57,0.2619047619047619,4,Champions
C00848,2,145,4470.76,8.405537346131826,5,5,5,555,15,30.832827586206896,78,78,0.296551724137931,4,Champions
C00849,211,4,71.75999999999999,4.287166353649921,1,2,2,122,5,17.939999999999998,4,4,0.25,2,Lost / Hibernating
C00850,11,13,265.32,5.584698593266769,4,3,3,433,10,20.409230769230767,13,13,0.07692307692307693,0,Champions
C00854,2,14,363.81,5.899376670105168,5,3,3,533,11,25.986428571428572,12,12,0.35714285714285715,0,Champions
C00855,10,16,603.75,6.404815149490137,4,3,4,434,11,37.734375,15,15,0.3125,0,Champions
C00859,64,12,308.61,5.735313440935549,2,3,3,233,8,25.7175,12,12,0.16666666666666666,0,Champions
C00861,40,13,189.78,5.251120931717062,2,3,2,232,7,14.598461538461539,12,12,0.15384615384615385,0,Champions
C00863,15,19,510.71,6.237758058320892,3,4,4,344,11,26.879473684210524,13,13,0.15789473684210525,0,Champions
C00864,14,98,2910.95,7.976578238839495,4,5,5,455,14,29.703571428571426,56,56,0.21428571428571427,4,Champions
C00866,5,142,4196.93,8.3423468256346,5,5,5,555,15,29.55584507042254,79,79,0.3028169014084507,4,Champions
C00869,58,3,58.120000000000005,4.079569276639947,2,2,1,221,5,19.373333333333335,3,3,0.3333333333333333,0,Champions
C00870,8,18,753.4000000000001,6.625922731319248,4,4,4,444,12,41.85555555555556,15,15,0.16666666666666666,0,Champions
C00871,186,1,7.59,2.150598735996164,1,1,1,111,3,7.59,1,1,0.0,2,Lost / Hibernating
C00872,24,11,391.5,5.972536537222463,3,3,3,333,9,35.59090909090909,10,10,0.36363636363636365,0,Champions
C00873,17,7,363.87,5.899541125757332,3,2,3,323,8,51.98142857142857,7,7,0.2857142857142857,0,Champions
C00875,29,28,787.63,6.670297262819869,3,4,4,344,11,28.12964285714286,21,21,0.35714285714285715,0,Champions
C00879,13,9,240.57999999999998,5.487200681177132,4,3,3,433,10,26.731111111111108,9,9,0.2222222222222222,0,Champions
C00881,38,2,46.980000000000004,3.8707842574115485,2,1,1,211,4,23.490000000000002,2,2,0.0,2,Lost / Hibernating
C00882,15,38,1189.41,7.082053064581178,3,5,5,355,13,31.30026315789474,29,29,0.3157894736842105,0,Champions
C00883,58,10,442.29,6.094224183409496,2,3,3,233,8,44.229,10,10,0.1,0,Champions
C00884,135,5,191.38,5.259472582724469,1,2,2,122,5,38.275999999999996,5,5,0.0,2,Lost / Hibernating
C00885,131,2,84.53999999999999,4.448984102798763,1,1,2,112,4,42.269999999999996,2,2,0.5,1,Lost / Hibernating
C00888,12,19,689.55,6.5374883815239375,4,4,4,444,12,36.29210526315789,19,19,0.3157894736842105,0,Champions
C00889,2,5,237.95999999999998,5.476296173907854,5,2,3,523,10,47.592,5,5,0.4,0,Champions
C00892,8,56,1581.81,7.366957027408926,4,5,5,455,14,28.24660714285714,40,40,0.32142857142857145,4,Champions
C00893,24,28,958.0,6.8658910748834385,3,4,4,344,11,34.214285714285715,20,20,0.14285714285714285,0,Champions
C00895,4,32,1208.69,7.098119407419277,5,4,5,545,14,37.7715625,27,27,0.34375,0,Champions
C00897,145,2,68.94,4.24763773163523,1,1,2,112,4,34.47,2,2,0.5,1,Lost / Hibernating
C00898,40,19,762.55,6.63797861039919,2,4,4,244,10,40.13421052631579,16,16,0.21052631578947367,0,Champions
C00899,19,30,839.1800000000001,6.733616154595741,3,4,4,344,11,27.97266666666667,24,24,0.4,0,Champions
C00900,6,56,1521.4,7.328043315981939,4,5,5,455,14,27.167857142857144,44,44,0.42857142857142855,4,Champions
C00903,3,74,2810.08,7.941324030124474,5,5,5,555,15,37.97405405405405,58,58,0.2702702702702703,4,Champions
C00904,16,15,525.96,6.267124644332438,3,3,4,334,10,35.064,12,12,0.26666666666666666,0,Champions
C00905,361,1,27.78,3.359680701459222,1,1,1,111,3,27.78,1,1,0.0,2,Lost / Hibernating
C00906,71,3,45.910000000000004,3.8482308723403666,2,2,1,221,5,15.303333333333335,3,3,0.0,2,Lost / Hibernating
C00907,13,10,378.49,5.938828246027372,4,3,3,433,10,37.849000000000004,9,9,0.5,0,Champions
C00908,13,5,332.78999999999996,5.810512052720266,4,2,3,423,9,66.55799999999999,5,5,0.2,0,Champions
C00909,17,49,1696.01,7.436623157968779,3,5,5,355,13,34.61244897959184,35,35,0.3469387755102041,4,Champions
C00910,2,26,723.6700000000001,6.585716378818473,5,4,4,544,13,27.833461538461542,20,20,0.3076923076923077,0,Champions
C00911,20,27,646.89,6.473720928856169,3,4,4,344,11,23.95888888888889,22,22,0.25925925925925924,0,Champions
C00914,226,3,48.92,3.9104217240611723,1,2,1,121,4,16.30666666666667,3,3,0.0,2,Lost / Hibernating
C00915,70,11,461.33,6.1362789218153955,2,3,3,233,8,41.93909090909091,11,11,0.2727272727272727,0,Champions
C00917,4,68,1957.2,7.579780962919971,5,5,5,555,15,28.78235294117647,41,41,0.2647058823529412,4,Champions
C00918,66,11,373.13,5.924603330600766,2,3,3,233,8,33.92090909090909,11,11,0.2727272727272727,0,Champions
C00919,19,6,65.81,4.2018527699373855,3,2,1,321,6,10.968333333333334,6,6,0.5,1,Lost / Hibernating
C00921,2,3,52.17,3.973494327516247,5,2,1,521,8,17.39,3,3,0.0,2,Lost / Hibernating
C00925,5,85,2295.17,7.738997796510344,5,5,5,555,15,27.002000000000002,54,54,0.29411764705882354,4,Champions
C00926,12,6,95.81,4.57275029473198,4,2,2,422,8,15.968333333333334,6,6,0.16666666666666666,0,Champions
C00927,21,25,1056.47,6.963634541723705,3,4,4,344,11,42.2588,24,24,0.24,0,Champions
C00928,3,31,635.73,6.456345703864904,5,4,4,544,13,20.50741935483871,28,28,0.22580645161290322,0,Champions
C00929,24,11,348.64,5.856904053712287,3,3,3,333,9,31.69454545454545,11,11,0.2727272727272727,0,Champions
C00931,102,1,16.22,2.8460714989995846,1,1,1,111,3,16.22,1,1,0.0,2,Lost / Hibernating
C00935,48,14,413.32,6.026638622115636,2,3,3,233,8,29.52285714285714,14,14,0.42857142857142855,0,Champions
C00936,53,12,372.16,5.9220072820927605,2,3,3,233,8,31.013333333333335,12,12,0.25,0,Champions
C00938,20,21,650.79,6.479722424156282,3,4,4,344,11,30.99,21,21,0.47619047619047616,0,Champions
C00940,40,6,224.1,5.4165447479126865,2,2,3,223,7,37.35,6,6,0.5,0,Champions
C00942,9,93,2726.61,7.9111810468664965,4,5,5,455,14,29.318387096774195,52,52,0.1935483870967742,4,Champions
C00943,16,25,964.49,6.8726357444871224,3,4,4,344,11,38.5796,24,24,0.2,0,Champions
C00944,8,13,266.71,5.589904305077029,4,3,3,433,10,20.516153846153845,11,11,0.46153846153846156,0,Champions
C00946,14,29,1247.82,7.129954384447737,4,4,5,445,13,43.028275862068966,25,25,0.2413793103448276,0,Champions
C00948,76,8,235.47,5.465821349991567,2,3,3,233,8,29.43375,8,8,0.125,0,Champions
C00949,1,88,2644.96,7.880789227402661,5,5,5,555,15,30.05636363636364,61,61,0.23863636363636365,4,Champions
C00950,14,25,889.0600000000001,6.7912888761841845,4,4,4,444,12,35.562400000000004,24,24,0.16,0,Champions
C00951,1,18,570.83,6.348841744409091,5,4,4,544,13,31.71277777777778,17,17,0.16666666666666666,0,Champions
C00953,11,15,452.3,6.116554157946804,4,3,3,433,10,30.153333333333332,14,14,0.4,0,Champions
C00956,4,179,5964.09,8.693679422431606,5,5,5,555,15,33.318938547486034,81,81,0.2737430167597765,4,Champions
C00957,35,7,182.18,5.210469275974842,3,2,2,322,7,26.025714285714287,7,7,0.5714285714285714,0,Champions
C00958,20,18,819.25,6.709609171841211,3,4,4,344,11,45.513888888888886,16,16,0.3333333333333333,0,Champions
C00959,23,19,505.40000000000003,6.227326870829966,3,4,4,344,11,26.6,14,14,0.3684210526315789,0,Champions
C00961,60,5,281.38,5.643253681581379,2,2,3,223,7,56.275999999999996,5,5,0.6,0,Champions
C00962,2,116,3479.64,8.154971463905486,5,5,5,555,15,29.996896551724138,62,62,0.3017241379310345,4,Champions
C00963,41,20,365.56,5.904162218705185,2,4,3,243,9,18.278,19,19,0.4,0,Champions
C00965,129,5,324.65,5.78582318499241,1,2,3,123,6,64.92999999999999,5,5,0.4,0,Champions
C00966,2,60,1720.21,7.450782810847637,5,5,5,555,15,28.670166666666667,45,45,0.26666666666666666,4,Champions
C00967,17,13,470.19,6.155261409701312,3,3,3,333,9,36.168461538461536,12,12,0.38461538461538464,0,Champions
C00971,191,1,27.39,3.34603697048488,1,1,1,111,3,27.39,1,1,0.0,2,Lost / Hibernating
C00972,5,14,731.47,6.5964223844211185,5,3,4,534,12,52.24785714285714,12,12,0.5714285714285714,0,Champions
C00974,28,26,547.84,6.307806960052974,3,4,4,344,11,21.070769230769233,23,23,0.3076923076923077,0,Champions
C00975,5,83,2799.98,7.937724634927584,5,5,5,555,15,33.73469879518073,52,52,0.3132530120481928,4,Champions
C00977,84,5,174.44,5.1672971041096325,2,2,2,222,6,34.888,5,5,0.2,0,Champions
C00978,157,1,27.42,3.3470931226689546,1,1,1,111,3,27.42,1,1,0.0,2,Lost / Hibernating
C00979,2,23,572.98,6.352594552506953,5,4,4,544,13,24.91217391304348,20,20,0.30434782608695654,0,Champions
C00980,3,30,815.63,6.705186115903536,5,4,4,544,13,27.187666666666665,27,27,0.26666666666666666,0,Champions
C00981,8,1,4.59,1.7209792871670078,4,1,1,411,6,4.59,1,1,0.0,2,Lost / Hibernating
C00982,9,26,625.16,6.439605929496583,4,4,4,444,12,24.044615384615383,23,23,0.19230769230769232,0,Champions
C00984,9,26,818.53,6.708731005201454,4,4,4,444,12,31.481923076923074,26,26,0.2692307692307692,0,Champions
C00985,6,14,252.20999999999998,5.534219183960909,4,3,3,433,10,18.014999999999997,13,13,0.21428571428571427,0,Champions
C00986,58,17,783.78,6.665403423726629,2,4,4,244,10,46.10470588235294,15,15,0.23529411764705882,0,Champions
C00988,224,3,51.65,3.9636662385799846,1,2,1,121,4,17.216666666666665,3,3,0.3333333333333333,2,Lost / Hibernating
C00989,1,17,609.29,6.41393425403197,5,4,4,544,13,35.84058823529411,16,16,0.35294117647058826,0,Champions
C00991,23,9,292.73,5.6826609780340895,3,3,3,333,9,32.525555555555556,8,8,0.0,0,Champions
C00992,46,12,285.97,5.659377680679295,2,3,3,233,8,23.830833333333334,11,11,0.16666666666666666,0,Champions
C00993,113,1,9.18,2.3204250111223765,1,1,1,111,3,9.18,1,1,0.0,2,Lost / Hibernating
C00994,1,104,3358.46,8.11953552575561,5,5,5,555,15,32.292884615384615,58,58,0.33653846153846156,4,Champions
C00995,1,87,3215.29,8.075983800362767,5,5,5,555,15,36.95735632183908,57,57,0.1839080459770115,4,Champions
C00996,15,8,161.71,5.091969475151227,3,3,2,332,8,20.21375,8,8,0.375,0,Champions
C00997,229,4,207.43,5.339603253453579,1,2,2,122,5,51.8575,3,3,0.25,2,Lost / Hibernating
C00998,15,13,333.84000000000003,5.813652805791856,3,3,3,333,9,25.680000000000003,11,11,0.38461538461538464,0,Champions
C00999,2,31,904.04,6.807979141618211,5,4,4,544,13,29.162580645161288,23,23,0.16129032258064516,0,Champions
C01004,1,34,704.12,6.558368001093677,5,4,4,544,13,20.709411764705884,26,26,0.29411764705882354,0,Champions
C01005,6,29,620.5600000000001,6.432232446918533,4,4,4,444,12,21.398620689655175,27,27,0.20689655172413793,0,Champions
C01007,22,17,788.3,6.671146476714357,3,4,4,344,11,46.370588235294115,15,15,0.35294117647058826,0,Champions
C01008,13,14,532.75,6.2799275645428345,4,3,4,434,11,38.05357142857143,13,13,0.5,0,Champions
C01009,347,1,23.91,3.215269329274089,1,1,1,111,3,23.91,1,1,0.0,2,Lost / Hibernating
C01010,7,53,2348.84,7.762102519713926,4,5,5,455,14,44.317735849056604,39,39,0.2830188679245283,4,Champions
C01011,45,2,36.44,3.622739651609391,2,1,1,211,4,18.22,2,2,0.0,2,Lost / Hibernating
C01012,68,25,571.77,6.350484239973178,2,4,4,244,10,22.8708,23,23,0.2,0,Champions
C01014,50,3,138.48999999999998,4.937992914104144,2,2,2,222,6,46.16333333333333,3,3,0.3333333333333333,0,Champions
C01015,18,8,205.4,5.329816033607408,3,3,2,332,8,25.675,7,7,0.5,0,Champions
C01016,3,34,1000.4,6.909154299895844,5,4,4,544,13,29.423529411764704,25,25,0.17647058823529413,0,Champions
C01017,70,9,271.69,5.608335618845469,2,3,3,233,8,30.18777777777778,9,9,0.2222222222222222,0,Champions
C01018,118,1,11.6,2.533696813957432,1,1,1,111,3,11.6,1,1,1.0,1,Lost / Hibernating
C01019,46,3,78.84,4.380024632003209,2,2,2,222,6,26.28,3,3,0.3333333333333333,0,Champions
C01020,5,41,1046.66,6.954314384762092,5,5,4,554,14,25.528292682926832,28,28,0.3170731707317073,0,Champions
C01021,227,4,39.65,3.7049988359938197,1,2,1,121,4,9.9125,4,4,0.25,2,Lost / Hibernating
C01023,1,4,47.13,3.873905683315018,5,2,1,521,8,11.7825,3,3,0.25,0,Champions
C01024,15,3,87.69,4.485147143388361,3,2,2,322,7,29.23,3,3,0.0,2,Lost / Hibernating
C01025,28,2,67.13,4.221417644785577,3,1,1,311,5,33.565,2,2,0.0,2,Lost / Hibernating
C01026,73,3,70.32000000000001,4.26717679299494,2,2,2,222,6,23.44,3,3,0.3333333333333333,0,Champions
C01028,7,45,1507.28,7.318725207724746,4,5,5,455,14,33.49511111111111,36,36,0.2222222222222222,4,Champions
C01029,43,1,138.08,4.935049307139661,2,1,2,212,5,138.08,1,1,0.0,3,Lost / Hibernating
C01031,146,3,94.66,4.560800238252151,1,2,2,122,5,31.55333333333333,3,3,0.6666666666666666,1,Lost / Hibernating
C01032,54,21,798.0,6.683360945766275,2,4,4,244,10,38.0,19,19,0.42857142857142855,0,Champions
C01033,1,176,5382.7,8.591131149118322,5,5,5,555,15,30.583522727272726,83,83,0.24431818181818182,4,Champions
C01034,87,2,48.599999999999994,3.9039908337308815,2,1,1,211,4,24.299999999999997,2,2,0.0,2,Lost / Hibernating
C01035,36,20,932.87,6.839337242246028,2,4,4,244,10,46.6435,18,18,0.2,0,Champions
C01038,5,89,2370.48,7.771269511801155,5,5,5,555,15,26.634606741573034,57,57,0.3146067415730337,4,Champions
C01039,4,9,332.0,5.808142489980444,5,3,3,533,11,36.888888888888886,9,9,0.1111111111111111,0,Champions
C01040,97,4,155.49,5.05299211017508,1,2,2,122,5,38.8725,4,4,0.5,1,Lost / Hibernating
C01043,117,1,15.18,2.7837759116303458,1,1,1,111,3,15.18,1,1,1.0,1,Lost / Hibernating
C01044,26,12,338.31,5.826914143799146,3,3,3,333,9,28.1925,12,12,0.25,0,Champions
C01045,23,6,150.01000000000002,5.017346059787698,3,2,2,322,7,25.00166666666667,6,6,0.16666666666666666,0,Champions
C01046,117,11,166.97,5.123785392028911,1,3,2,132,6,15.17909090909091,11,11,0.36363636363636365,0,Champions
C01048,93,2,57.84,4.074821895733237,2,1,1,211,4,28.92,2,2,0.0,2,Lost / Hibernating
C01050,122,1,24.84,3.2519236789144013,1,1,1,111,3,24.84,1,1,0.0,2,Lost / Hibernating
C01051,25,1,18.35,2.962692419475791,3,1,1,311,5,18.35,1,1,0.0,2,Lost / Hibernating
C01052,85,5,70.6,4.2710950739666,2,2,2,222,6,14.12,5,5,0.2,2,Lost / Hibernating
C01054,7,45,1622.65,7.3924319802530665,4,5,5,455,14,36.05888888888889,31,31,0.28888888888888886,0,Champions
C01056,332,1,19.84,3.0368742168851663,1,1,1,111,3,19.84,1,1,0.0,2,Lost / Hibernating
C01057,5,31,934.61,6.841198722981249,5,4,4,544,13,30.148709677419355,23,23,0.41935483870967744,0,Champions
C01058,3,30,731.12,6.595944434951761,5,4,4,544,13,24.37066666666667,24,24,0.26666666666666666,0,Champions
C01060,7,9,100.9,4.623991940228679,4,3,2,432,9,11.211111111111112,8,8,0.1111111111111111,0,Champions
C01061,101,1,16.14,2.8414149131696336,1,1,1,111,3,16.14,1,1,0.0,2,Lost / Hibernating
C01062,239,1,2.4,1.2237754316221157,1,1,1,111,3,2.4,1,1,0.0,2,Lost / Hibernating
C01063,81,1,15.2,2.785011242238338,2,1,1,211,4,15.2,1,1,0.0,2,Lost / Hibernating
C01064,71,2,10.2,2.4159137783010487,2,1,1,211,4,5.1,2,2,0.0,2,Lost / Hibernating
C01065,1,139,3922.05,8.27462469147628,5,5,5,555,15,28.216187050359714,74,74,0.26618705035971224,4,Champions
C01067,66,6,269.88,5.601675918384825,2,2,3,223,7,44.98,6,6,0.16666666666666666,0,Champions
C01068,1,190,6102.9800000000005,8.71669629641895,5,5,5,555,15,32.12094736842106,89,89,0.3473684210526316,4,Champions
C01069,33,30,832.5400000000001,6.725681691441266,3,4,4,344,11,27.751333333333335,25,25,0.36666666666666664,0,Champions
C01071,99,3,31.52,3.4818552846796096,1,2,1,121,4,10.506666666666666,3,3,0.6666666666666666,1,Lost / Hibernating
C01072,11,12,190.96,5.257287016990045,4,3,2,432,9,15.913333333333334,12,12,0.25,0,Champions
C01073,10,43,1157.13,7.054561914353564,4,5,5,455,14,26.910000000000004,35,35,0.23255813953488372,4,Champions
C01075,65,15,474.94,6.16529179586623,2,3,3,233,8,31.662666666666667,14,14,0.6,0,Champions
C01076,98,4,170.9,5.146912912388804,1,2,2,122,5,42.725,4,4,0.25,0,Champions
C01077,236,2,46.58,3.8624125048748117,1,1,1,111,3,23.29,2,2,0.5,1,Lost / Hibernating
C01078,41,3,70.32,4.267176792994939,2,2,2,222,6,23.439999999999998,3,3,0.3333333333333333,0,Champions
C01080,28,12,655.07,6.486267490568341,3,3,4,334,10,54.58916666666667,11,11,0.3333333333333333,0,Champions
C01081,76,4,51.230000000000004,3.9556570424482076,2,2,1,221,5,12.807500000000001,4,4,0.25,2,Lost / Hibernating
C01082,84,4,108.82999999999998,4.698933715800254,2,2,2,222,6,27.207499999999996,4,4,0.5,1,Lost / Hibernating
C01084,8,57,1378.18,7.229244398644193,4,5,5,455,14,24.17859649122807,47,47,0.3157894736842105,4,Champions
C01086,256,1,50.9,3.949318790171843,1,1,1,111,3,50.9,1,1,0.0,2,Lost / Hibernating
C01087,1,62,2090.57,7.64567025912448,5,5,5,555,15,33.718870967741935,44,44,0.3548387096774194,4,Champions
C01089,3,3,96.63000000000001,4.58118482323758,5,2,2,522,9,32.21,3,3,0.3333333333333333,0,Champions
C01090,6,45,1126.57,7.027820153706892,4,5,5,455,14,25.034888888888887,33,33,0.3333333333333333,0,Champions
C01091,96,1,3.21,1.43746264769429,1,1,1,111,3,3.21,1,1,1.0,1,Lost / Hibernating
C01093,3,27,836.96,6.730970366645944,5,4,4,544,13,30.99851851851852,23,23,0.2962962962962963,0,Champions
C01096,92,3,60.540000000000006,4.119687369893896,2,2,1,221,5,20.180000000000003,3,3,0.0,2,Lost / Hibernating
C01099,10,6,147.71999999999997,5.0020653434131885,4,2,2,422,8,24.619999999999994,6,6,0.0,0,Champions
C01102,38,19,550.8,6.313185661783185,2,4,4,244,10,28.989473684210523,15,15,0.05263157894736842,0,Champions
C01103,21,2,93.84,4.552191261197205,3,1,2,312,6,46.92,2,2,0.0,0,Champions
C01104,6,78,2369.99,7.771062868426819,4,5,5,455,14,30.384487179487177,54,54,0.34615384615384615,4,Champions
C01105,7,22,587.09,6.376879997410443,4,4,4,444,12,26.685909090909092,19,19,0.2727272727272727,0,Champions
C01107,274,1,25.05,3.260017768199376,1,1,1,111,3,25.05,1,1,0.0,2,Lost / Hibernating
C01109,298,1,5.4,1.8562979903656263,1,1,1,111,3,5.4,1,1,0.0,2,Lost / Hibernating
C01110,28,5,391.83,5.973376948309326,3,2,3,323,8,78.366,5,5,0.0,0,Champions
C01111,8,53,1681.63,7.428113324507275,4,5,5,455,14,31.728867924528306,38,38,0.20754716981132076,4,Champions
C01112,14,48,1556.86,7.3510683635998255,4,5,5,455,14,32.43458333333333,32,32,0.2708333333333333,4,Champions
C01116,2,66,2386.48,7.7779936953564475,5,5,5,555,15,36.15878787878788,41,41,0.3484848484848485,4,Champions
C01117,5,127,4278.11,8.361500323027274,5,5,5,555,15,33.68590551181102,71,71,0.30708661417322836,4,Champions
C01118,14,7,199.08,5.298717286569364,4,2,2,422,8,28.44,6,6,0.2857142857142857,0,Champions
C01120,3,45,1205.98,7.095876650951962,5,5,5,555,15,26.799555555555557,33,33,0.28888888888888886,0,Champions
C01121,22,42,1246.64,7.129009045777879,3,5,5,355,13,29.681904761904764,32,32,0.23809523809523808,0,Champions
C01122,131,5,178.95,5.19267903452504,1,2,2,122,5,35.79,5,5,0.6,1,Lost / Hibernating
C01124,19,41,1271.73,7.148919478653872,3,5,5,355,13,31.017804878048782,34,34,0.1951219512195122,0,Champions
C01126,2,72,2414.33,7.789591202714197,5,5,5,555,15,33.53236111111111,47,47,0.2361111111111111,4,Champions
C01127,49,10,240.23000000000002,5.485750835228168,2,3,3,233,8,24.023000000000003,9,9,0.4,0,Champions
C01129,7,20,670.4,6.5093650845459345,4,4,4,444,12,33.519999999999996,19,19,0.4,0,Champions
C01130,330,1,5.8,1.916922612182061,1,1,1,111,3,5.8,1,1,0.0,2,Lost / Hibernating
C01131,29,25,780.02,6.660600757706424,3,4,4,344,11,31.2008,22,22,0.32,0,Champions
